9,639,641
-1,-1,0,-1,-1,-1,-1,-2,-1,0,33.400000000000205
-1,0,-1,-1,-1,-1,-1,-2,-1,0,-68.80000000000037
-2,-1,-1,-1,-1,-1,0,-1,-1,0,0.0
-1,-2,-1,-1,-1,-1,0,-1,-1,0,0.0
-2,-1,-1,-1,-1,-1,-1,-1,0,0,33.1000000000002
-1,-2,-1,0,-1,-1,-1,-1,-1,0,0.0
-1,0,-1,-1,-2,-1,-1,-1,-1,0,-64.00000000000064
0,1,-1,-1,-1,-1,-1,-2,-1,2,0.2
1,-1,-1,0,-1,-1,-1,-2,-1,0,0.0
-1,-1,-1,-1,0,1,-1,-1,-2,0,-3.900000000000002
-2,-1,0,-1,-1,-1,-1,-1,-1,0,34.60000000000022
-2,0,-1,-1,-1,-1,-1,-1,-1,0,669.0
-1,-1,-1,-2,0,-1,-1,-1,-1,0,676.0
-1,-1,-1,-1,-2,-1,0,-1,-1,0,0.0
0,-1,-1,-1,-1,-1,-1,-2,-1,0,0.0
-1,-1,0,-1,-2,-1,-1,-1,-1,0,32.800000000000196
0,-1,-1,-1,-2,-1,-1,-1,-1,0,0.0
-1,-1,-2,-1,-1,-1,0,-1,-1,0,0.0
-1,-1,-1,-1,-1,-2,-1,-1,0,0,-31.70000000000018
-1,-1,-1,-1,-1,-2,0,-1,-1,0,0.0
-1,-1,-2,-1,-1,-1,-1,0,1,0,-4.5
-1,-1,-2,-1,-1,-1,0,1,-1,0,0.0
-1,-2,-1,-1,-1,-1,-1,-1,0,0,37.000000000000256
-1,-1,-2,-1,-1,0,-1,-1,-1,0,-33.1000000000002
-1,-1,-2,-1,0,-1,-1,-1,-1,0,-67.30000000000045
-1,-1,-2,0,-1,-1,-1,-1,-1,1,3.2000000000000015
-1,-1,-1,-1,0,-1,-2,-1,-1,0,65.80000000000054
-1,-1,-1,0,-1,-1,-2,-1,-1,0,0.0
-2,-1,-1,-1,-1,-1,-1,0,-1,0,63.50000000000063
-2,-1,-1,-1,-1,-1,-1,-1,0,2,0.0
-1,-1,-1,-1,-2,-1,-1,0,-1,0,-65.20000000000057
-1,-2,0,-1,-1,-1,-1,-1,-1,0,322.0
-1,0,1,-1,-1,-1,-1,-2,-1,0,-4.4
0,1,-1,-1,-1,-1,-1,-2,-1,0,0.0
-1,-2,-1,-1,-1,-1,-1,-1,0,2,0.0
-1,-1,-2,0,-1,-1,-1,-1,-1,0,0.0
-1,0,-1,-1,-1,-1,-1,-1,-2,0,-66.00000000000053
0,-1,-1,-1,-1,-1,-1,-1,-2,0,0.0
-1,-1,-1,-1,-2,0,-1,-1,-1,0,337.0
-2,-1,-1,-1,0,-1,-1,-1,-1,1,1.9000000000000006
0,1,-1,-1,-1,-2,-1,-1,-1,0,0.0
-1,-1,-1,-1,-1,-2,-1,0,-1,0,-62.60000000000062
-1,-1,-1,-1,-1,-1,-2,-1,0,0,33.60000000000021
